Table QS802EW																					
2011 Census: Age of arrival in UK, local authorities in England and Wales																					
																					
England and Wales																					
Constituent Countries; Regions, counties, London boroughs, unitary																					
authorities and districts in England; unitary authorities in Wales																					
																					
All usual residents 																					
																					
																					
Area code	Area name			All categories: Age of arrival in the UK	Born in the UK	Age of arrival in the UK: 0 to 4	Age of arrival in the UK: 5 to 7	Age of arrival in the UK: 8 to 9	Age of arrival in the UK: 10 to 14	Age of arrival in the UK: 15	Age of arrival in the UK: 16 to 17	Age of arrival in the UK: 18 to 19	Age of arrival in the UK: 20 to 24	Age of arrival in the UK: 25 to 29	Age of arrival in the UK: 30 to 44	Age of arrival in the UK: 45 to 59	Age of arrival in the UK: 60 to 64	Age of arrival in the UK: 65 to 74	Age of arrival in the UK: 75 to 84	Age of arrival in the UK: 85 to 89	Age of arrival in the UK: 90 and over
				Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons	Persons
				Number	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage	Percentage
																					
E07000107			Dartford	97,365	88.7	1.5	0.5	0.3	0.7	0.2	0.5	0.8	2.4	2.0	2.1	0.4	0.0	0.0	0.0	0.0	0.0
E07000108			Dover	111,674	92.7	1.6	0.4	0.3	0.6	0.1	0.3	0.4	1.2	0.9	1.2	0.3	0.0	0.0	0.0	0.0	0.0
E07000109			Gravesham	101,720	85.9	1.7	0.7	0.4	1.1	0.3	0.7	1.0	3.0	2.1	2.4	0.5	0.1	0.1	0.0	0.0	0.0
E07000110			Maidstone	155,143	90.7	1.4	0.4	0.3	0.5	0.2	0.4	0.6	2.0	1.4	1.5	0.4	0.0	0.1	0.0	0.0	0.0
E07000111			Sevenoaks	114,893	91.8	1.7	0.4	0.3	0.5	0.1	0.3	0.4	1.2	1.2	1.6	0.3	0.0	0.0	0.0	0.0	0.0
E07000112			Shepway	107,969	90.8	1.7	0.6	0.3	0.7	0.2	0.4	0.7	1.5	1.1	1.5	0.5	0.1	0.1	0.0	0.0	0.0
E07000113			Swale	135,835	94.3	1.1	0.3	0.2	0.3	0.1	0.2	0.4	1.2	0.9	0.9	0.2	0.0	0.0	0.0	0.0	0.0
E07000114			Thanet	134,186	91.4	1.5	0.5	0.3	0.7	0.1	0.4	0.5	1.5	1.2	1.5	0.4	0.1	0.0	0.0	0.0	0.0
E07000115			Tonbridge and Malling	120,805	93.1	1.5	0.4	0.2	0.5	0.1	0.2	0.3	1.1	0.9	1.2	0.2	0.0	0.0	0.0	0.0	0.0
E07000116			Tunbridge Wells	115,049	90.1	1.8	0.5	0.3	0.7	0.2	0.3	0.5	1.8	1.6	1.7	0.4	0.0	0.0	0.0	0.0	0.0
																					
E10000025		Oxfordshire		653,798	85.9	2.1	0.6	0.4	0.9	0.2	0.6	0.9	2.8	2.4	2.5	0.5	0.1	0.1	0.0	0.0	0.0
E07000177			Cherwell	141,868	88.7	1.9	0.6	0.3	0.7	0.2	0.4	0.7	2.2	1.9	2.1	0.4	0.0	0.0	0.0	0.0	0.0
E07000178			Oxford	151,906	71.5	2.8	1.0	0.6	1.7	0.5	1.6	2.3	6.5	5.2	5.1	0.9	0.1	0.1	0.0	0.0	0.0
E07000179			South Oxfordshire	134,257	90.8	1.8	0.5	0.3	0.6	0.1	0.3	0.5	1.6	1.4	1.7	0.4	0.0	0.0	0.0	0.0	0.0
E07000180			Vale of White Horse	120,988	89.8	2.0	0.6	0.3	0.6	0.1	0.4	0.5	1.7	1.6	1.9	0.4	0.0	0.0	0.0	0.0	0.0
E07000181			West Oxfordshire	104,779	91.9	1.8	0.5	0.3	0.5	0.1	0.3	0.4	1.3	1.1	1.3	0.4	0.1	0.0	0.0	0.0	0.0
																					
E10000030		Surrey		1,132,390	85.8	2.1	0.7	0.4	0.9	0.2	0.6	0.9	2.6	2.3	2.7	0.6	0.1	0.1	0.0	0.0	0.0
E07000207			Elmbridge	130,875	81.7	2.7	1.0	0.6	1.3	0.2	0.6	0.9	3.0	2.6	4.0	1.1	0.1	0.1	0.0	0.0	0.0
E07000208			Epsom and Ewell	75,102	83.7	1.9	0.7	0.4	1.1	0.3	0.8	1.2	3.3	2.8	3.0	0.6	0.1	0.1	0.0	0.0	0.0
E07000209			Guildford	137,183	84.5	2.3	0.7	0.4	0.9	0.2	0.8	1.3	3.2	2.5	2.6	0.5	0.1	0.1	0.0	0.0	0.0
E07000210			Mole Valley	85,375	90.1	1.7	0.6	0.3	0.7	0.1	0.4	0.6	1.7	1.5	1.8	0.4	0.0	0.0	0.0	0.0	0.0
E07000211			Reigate and Banstead	137,835	87.9	1.8	0.6	0.3	0.8	0.2	0.4	0.8	2.3	2.1	2.2	0.5	0.1	0.0	0.0	0.0	0.0
E07000212			Runnymede	80,510	83.1	1.9	0.8	0.4	1.1	0.3	0.9	1.6	3.3	2.5	3.2	0.7	0.1	0.1	0.0	0.0	0.0
E07000213			Spelthorne	95,598	85.9	1.7	0.6	0.3	0.9	0.2	0.5	0.9	3.0	2.7	2.6	0.5	0.1	0.1	0.0	0.0	0.0
E07000214			Surrey Heath	86,144	86.7	2.3	0.7	0.4	0.9	0.2	0.5	0.7	2.2	2.1	2.5	0.5	0.1	0.1	0.0	0.0	0.0
E07000215			Tandridge	82,998	91.3	1.4	0.5	0.3	0.7	0.1	0.4	0.5	1.6	1.3	1.5	0.3	0.0	0.1	0.0	0.0	0.0
E07000216			Waverley	121,572	89.4	2.2	0.6	0.4	0.8	0.2	0.5	0.5	1.7	1.4	1.7	0.5	0.1	0.1	0.0	0.0	0.0
E07000217			Woking	99,198	80.1	2.8	0.9	0.5	1.2	0.3	0.7	1.1	3.7	3.6	4.1	0.8	0.1	0.1	0.0	0.0	0.0
																					
E10000032		West Sussex		806,892	89.9	1.6	0.5	0.3	0.7	0.2	0.4	0.6	1.9	1.5	1.8	0.4	0.0	0.0	0.0	0.0	0.0
E07000223			Adur	61,182	93.8	1.2	0.3	0.2	0.5	0.1	0.3	0.5	1.0	0.8	0.9	0.2	0.0	0.0	0.0	0.0	0.0
E07000224			Arun	149,518	91.4	1.3	0.4	0.2	0.6	0.1	0.3	0.6	1.7	1.3	1.5	0.5	0.0	0.0	0.0	0.0	0.0
E07000225			Chichester	113,794	91.9	1.7	0.5	0.3	0.5	0.1	0.4	0.5	1.4	1.0	1.3	0.4	0.0	0.0	0.0	0.0	0.0
E07000226			Crawley	106,597	79.7	2.1	0.8	0.5	1.3	0.3	0.8	1.3	4.6	3.7	3.7	0.8	0.1	0.1	0.0	0.0	0.0
E07000227			Horsham	131,301	92.0	1.7	0.5	0.3	0.6	0.1	0.3	0.4	1.2	1.1	1.4	0.3	0.0	0.0	0.0	0.0	0.0
E07000228			Mid Sussex	139,860	90.3	1.7	0.5	0.3	0.7	0.2	0.4	0.5	1.6	1.5	1.8	0.4	0.0	0.0	0.0	0.0	0.0
E07000229			Worthing	104,640	90.6	1.4	0.5	0.3	0.6	0.2	0.4	0.6	1.7	1.5	1.7	0.3	0.0	0.0	0.0	0.0	0.0
																					
E12000009	SOUTH WEST			5,288,935	92.3	1.5	0.4	0.2	0.5	0.1	0.3	0.5	1.4	1.1	1.2	0.3	0.0	0.0	0.0	0.0	0.0
																					
E06000022		Bath and North East Somerset UA		176,016	90.7	1.5	0.5	0.2	0.7	0.1	0.6	0.9	1.8	1.3	1.4	0.3	0.0	0.0	0.0	0.0	0.0
E06000028		Bournemouth UA		183,491	85.1	1.9	0.6	0.3	0.8	0.2	0.6	1.1	3.5	2.8	2.6	0.5	0.1	0.1	0.0	0.0	0.0
E06000023		Bristol, City of UA		428,234	85.3	1.9	0.7	0.5	1.1	0.3	0.7	1.1	3.0	2.5	2.4	0.4	0.1	0.1	0.0	0.0	0.0
E06000052		Cornwall UA		532,273	95.6	1.2	0.3	0.1	0.3	0.1	0.1	0.2	0.7	0.5	0.7	0.2	0.0	0.0	0.0	0.0	0.0
E06000053		Isles of Scilly UA		2,203	94.0	1.2	0.2	0.1	0.2	0.0	0.1	0.3	1.8	1.0	1.0	0.3	0.0	0.0	0.0	0.0	0.0
E06000024		North Somerset UA		202,566	94.2	1.3	0.3	0.2	0.4	0.1	0.2	0.3	1.0	0.8	0.9	0.2	0.0	0.0	0.0	0.0	0.0
E06000026		Plymouth UA		256,384	92.9	1.6	0.4	0.2	0.5	0.1	0.3	0.5	1.2	0.9	1.1	0.2	0.0	0.0	0.0	0.0	0.0
E06000029		Poole UA		147,645	91.8	1.5	0.4	0.2	0.5	0.1	0.3	0.5	1.6	1.2	1.4	0.3	0.0	0.0	0.0	0.0	0.0
E06000025		South Gloucestershire UA		262,767	93.4	1.2	0.3	0.2	0.4	0.1	0.2	0.4	1.3	1.1	1.1	0.2	0.0	0.0	0.0	0.0	0.0
E06000030		Swindon UA		209,156	87.1	2.0	0.6	0.4	0.9	0.2	0.5	0.7	2.2	2.1	2.5	0.7	0.1	0.1	0.0	0.0	0.0
E06000027		Torbay UA		130,959	94.6	1.1	0.3	0.2	0.4	0.1	0.2	0.3	0.9	0.7	0.9	0.3	0.0	0.0	0.0	0.0	0.0
E06000054		Wiltshire UA		470,981	92.1	2.2	0.5	0.3	0.5	0.1	0.3	0.4	1.2	0.9	1.1	0.3	0.0	0.0	0.0	0.0	0.0
																					
E10000008		Devon 		746,399	94.3	1.3	0.3	0.2	0.4	0.1	0.3	0.4	1.0	0.7	0.8	0.2	0.0	0.0	0.0	0.0	0.0
E07000040			East Devon	132,457	95.1	1.3	0.3	0.2	0.3	0.1	0.2	0.2	0.7	0.5	0.8	0.2	0.0	0.0	0.0	0.0	0.0
E07000041			Exeter	117,773	88.9	1.6	0.5	0.3	0.6	0.1	0.7	1.3	2.4	1.5	1.7	0.3	0.0	0.0	0.0	0.0	0.0
E07000042			Mid Devon	77,750	95.1	1.3	0.3	0.2	0.3	0.1	0.2	0.3	0.8	0.6	0.7	0.2	0.0	0.0	0.0	0.0	0.0
E07000043			North Devon	93,667	95.5	1.1	0.3	0.1	0.3	0.0	0.1	0.2	0.7	0.6	0.7	0.2	0.0	0.0	0.0	0.0	0.0
E07000044			South Hams	83,140	94.6	1.6	0.4	0.2	0.3	0.1	0.2	0.3	0.7	0.6	0.8	0.2	0.0	0.0	0.0	0.0	0.0
E07000045			Teignbridge	124,220	95.3	1.2	0.3	0.2	0.3	0.1	0.2	0.3	0.6	0.5	0.7	0.2	0.0	0.0	0.0	0.0	0.0
E07000046			Torridge	63,839	96.6	0.9	0.2	0.2	0.3	0.1	0.2	0.2	0.4	0.3	0.4	0.2	0.0	0.0	0.0	0.0	0.0
E07000047			West Devon	53,553	95.2	1.4	0.3	0.2	0.3	0.1	0.2	0.2	0.7	0.5	0.6	0.2	0.0	0.0	0.0	0.0	0.0
																					
E10000009		Dorset 		412,905	94.4	1.5	0.4	0.2	0.4	0.1	0.2	0.3	0.8	0.6	0.8	0.2	0.0	0.0	0.0	0.0	0.0
E07000048			Christchurch	47,752	94.3	1.2	0.3	0.2	0.4	0.1	0.4	0.4	0.9	0.7	0.8	0.2	0.0	0.0	0.0	0.0	0.0
E07000049			East Dorset	87,166	95.1	1.3	0.4	0.2	0.4	0.1	0.2	0.3	0.7	0.5	0.7	0.2	0.0	0.0	0.0	0.0	0.0
E07000050			North Dorset	68,583	93.2	1.8	0.5	0.3	0.6	0.1	0.2	0.3	1.0	0.7	1.0	0.3	0.0	0.0	0.0	0.0	0.0
E07000051			Purbeck	44,973	94.6	1.7	0.4	0.2	0.4	0.1	0.2	0.3	0.7	0.6	0.6	0.2	0.0	0.0	0.0	0.0	0.0
E07000052			West Dorset	99,264	94.4	1.5	0.4	0.2	0.5	0.1	0.2	0.3	0.7	0.6	0.8	0.3	0.0	0.0	0.0	0.0	0.0
E07000053			Weymouth and Portland	65,167	94.6	1.3	0.3	0.2	0.4	0.1	0.2	0.3	0.8	0.6	0.9	0.2	0.0	0.0	0.0	0.0	0.0
																					
E10000013		Gloucestershire 		596,984	92.3	1.6	0.4	0.2	0.5	0.1	0.3	0.4	1.4	1.1	1.2	0.3	0.0	0.0	0.0	0.0	0.0
E07000078			Cheltenham	115,732	88.8	2.0	0.6	0.3	0.9	0.2	0.4	0.7	2.2	1.7	1.8	0.5	0.0	0.0	0.0	0.0	0.0
E07000079			Cotswold	82,881	92.9	1.7	0.5	0.2	0.4	0.1	0.2	0.3	1.1	0.9	1.1	0.4	0.0	0.0	0.0	0.0	0.0
E07000080			Forest of Dean	81,961	96.1	1.1	0.2	0.1	0.3	0.0	0.1	0.3	0.6	0.4	0.5	0.1	0.0	0.0	0.0	0.0	0.0
E07000081			Gloucester	121,688	89.5	1.6	0.5	0.3	0.7	0.2	0.4	0.6	2.0	1.6	1.9	0.4	0.0	0.0	0.0	0.0	0.0
E07000082			Stroud	112,779	94.6	1.4	0.3	0.2	0.3	0.1	0.2	0.3	0.8	0.7	0.8	0.2	0.0	0.0	0.0	0.0	0.0
E07000083			Tewkesbury	81,943	93.6	1.8	0.4	0.2	0.4	0.1	0.2	0.3	1.0	0.8	1.0	0.3	0.0	0.0	0.0	0.0	0.0
																					
E10000027		Somerset		529,972	94.0	1.3	0.3	0.2	0.5	0.1	0.2	0.3	1.0	0.8	1.0	0.3	0.0	0.0	0.0	0.0	0.0
E07000187			Mendip	109,279	93.7	1.4	0.4	0.2	0.6	0.1	0.2	0.3	0.9	0.8	1.0	0.3	0.0	0.0	0.0	0.0	0.0
E07000188			Sedgemoor	114,588	95.0	1.0	0.3	0.2	0.4	0.1	0.2	0.3	0.9	0.6	0.8	0.2	0.0	0.0	0.0	0.0	0.0
E07000189			South Somerset	161,243	94.0	1.4	0.4	0.2	0.4	0.1	0.2	0.3	0.9	0.7	1.0	0.3	0.0	0.0	0.0	0.0	0.0
E07000190			Taunton Deane	110,187	92.9	1.4	0.4	0.2	0.6	0.2	0.3	0.3	1.1	0.9	1.2	0.3	0.0	0.0	0.0	0.0	0.0
E07000191			West Somerset	34,675	94.9	1.0	0.3	0.1	0.3	0.1	0.1	0.3	1.0	0.8	0.8	0.2	0.0	0.0	0.0	0.0	0.0
																					
W92000004	WALES			3,063,456	94.5	1.0	0.3	0.2	0.4	0.1	0.2	0.4	1.1	0.8	0.9	0.2	0.0	0.0	0.0	0.0	0.0
																					
W06000001			Isle of Anglesey	69,751	96.5	0.9	0.2	0.1	0.2	0.0	0.1	0.2	0.5	0.4	0.6	0.1	0.0	0.0	0.0	0.0	0.0
W06000002			Gwynedd	121,874	95.1	0.8	0.2	0.1	0.2	0.1	0.2	0.4	1.1	0.7	0.9	0.2	0.0	0.0	0.0	0.0	0.0
W06000003			Conwy	115,228	95.7	0.9	0.2	0.1	0.3	0.1	0.2	0.2	0.7	0.6	0.8	0.2	0.0	0.0	0.0	0.0	0.0
W06000004			Denbighshire	93,734	95.9	0.9	0.3	0.1	0.3	0.1	0.2	0.2	0.6	0.5	0.8	0.1	0.0	0.0	0.0	0.0	0.0
W06000005			Flintshire	152,506	95.8	0.9	0.2	0.1	0.2	0.1	0.2	0.2	0.8	0.6	0.6	0.2	0.0	0.0	0.0	0.0	0.0
W06000006			Wrexham	134,844	93.7	0.9	0.2	0.1	0.3	0.1	0.2	0.4	1.5	1.1	1.1	0.3	0.0	0.0	0.0	0.0	0.0
W06000023			Powys	132,976	95.8	0.9	0.2	0.1	0.3	0.1	0.1	0.2	0.7	0.5	0.7	0.2	0.0	0.1	0.0	0.0	0.0
W06000008			Ceredigion	75,922	94.0	1.0	0.3	0.2	0.4	0.1	0.2	0.9	1.1	0.8	0.9	0.2	0.0	0.0	0.0	0.0	0.0
W06000009			Pembrokeshire	122,439	95.4	1.1	0.3	0.2	0.3	0.1	0.2	0.2	0.6	0.6	0.8	0.2	0.0	0.0	0.0	0.0	0.0
W06000010			Carmarthenshire	183,777	95.9	0.8	0.2	0.1	0.3	0.0	0.1	0.2	0.7	0.6	0.8	0.3	0.0	0.0	0.0	0.0	0.0
W06000011			Swansea	239,023	92.8	1.0	0.4	0.2	0.4	0.1	0.3	0.5	1.5	1.1	1.3	0.2	0.0	0.0	0.0	0.0	0.0
W06000012			Neath Port Talbot	139,812	97.4	0.6	0.1	0.1	0.2	0.0	0.1	0.2	0.4	0.4	0.4	0.1	0.0	0.0	0.0	0.0	0.0
W06000013			Bridgend 	139,178	96.4	0.8	0.2	0.1	0.2	0.0	0.1	0.2	0.6	0.5	0.6	0.1	0.0	0.0	0.0	0.0	0.0
W06000014			The Vale of Glamorgan	126,336	95.1	1.3	0.3	0.2	0.3	0.1	0.3	0.2	0.7	0.6	0.7	0.2	0.0	0.0	0.0	0.0	0.0
W06000015			Cardiff	346,090	86.7	1.8	0.6	0.4	0.9	0.2	0.6	1.0	2.8	2.2	2.2	0.4	0.0	0.1	0.0	0.0	0.0
W06000016			Rhondda Cynon Taf	234,410	96.9	0.5	0.1	0.1	0.2	0.0	0.1	0.2	0.7	0.5	0.5	0.1	0.0	0.0	0.0	0.0	0.0
W06000024			Merthyr Tydfil	58,802	95.5	0.6	0.2	0.1	0.3	0.1	0.1	0.2	0.8	0.7	1.0	0.3	0.0	0.0	0.0	0.0	0.0
W06000018			Caerphilly	178,806	97.6	0.6	0.1	0.1	0.2	0.0	0.1	0.1	0.4	0.3	0.4	0.1	0.0	0.0	0.0	0.0	0.0
W06000019			Blaenau Gwent	69,814	97.8	0.5	0.1	0.0	0.2	0.0	0.1	0.1	0.4	0.4	0.3	0.1	0.0	0.0	0.0	0.0	0.0
W06000020			Torfaen	91,075	97.3	0.6	0.2	0.1	0.2	0.1	0.1	0.2	0.4	0.3	0.4	0.1	0.0	0.0	0.0	0.0	0.0
W06000021			Monmouthshire	91,323	95.6	1.1	0.3	0.2	0.3	0.0	0.2	0.2	0.6	0.6	0.7	0.2	0.0	0.1	0.0	0.0	0.0
W06000022			Newport	145,736	91.5	1.2	0.4	0.3	0.6	0.2	0.4	0.6	1.7	1.4	1.5	0.3	0.0	0.0	0.0	0.0	0.0
																					
																					
Source: Office for National Statistics																					
